Дата создания заказа,Дата утверждения заказа,Номер контракта,Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора
2021-11-11,2021-11-17,D200000004,21,143.020.001717,"Базовая станция RBS 6601 стандарта LTE1800/LTE2600/UMTS2100 в составе: Baseband 6630, 3Radio 2219 B1, 3Radio 4415 B7, 3Radio 2219 B3, 12SFP 10.3, 8SFP 2.5",Комплект,1,0,1,"1,2",",8","1,33","1,2768","1,2768",304,28.02.2022
2021-11-11,2021-11-17,D200000004,26,144.020.001275,"Расширение базовой станции RBS 6601 стандарта LTE1800/LTE2100 в составе: 3Radio 4499 B1 B3, 6SFP 10.3, HWACs",Комплект,1,0,1,"1,2",",8",",6",",576",",576",304,28.02.2022
2021-11-11,2021-11-17,D200000004,27,144.020.001294,"Расширение базовой станции RBS 6601 стандарта LTE1800/LTE2100 (добавление сектора) в составе: Radio 2279 B1 B3, 2SFP 10.3",Комплект,1,0,1,",1",",1",",1",",001",",001",304,28.02.2022
2021-11-11,2021-11-17,D200000004,28,143.020.002269,"Базовая станция RBS 6601 стандарта GSM1800/LTE1800/UMTS100/LTE2600 в составе: 2Baseband 6630, 3Radio 2219 B3, 3Radio 2219 B1, 3Radio 4415 B7, 12SFP 10.3, 6SFP 2.5, HWACs",Комплект,1,0,1,",5",",5",",5",",125",",125",304,28.02.2022
2021-11-11,2021-11-17,D200000004,30,238.020.000106,"Джамп-кабель 1/2 гибкий 4.3/10m-4.3/10m, 3м (TSR 951 362/3)",штука,12,0,12,",54",",46",",02",",004968",",059616",304,28.02.2022
2021-11-11,2021-12-10,D200000004,1,144.020.001114,"Расширение базовой станции RBS 6601 стандарта LTE2600 в составе: 3Radio 4418 B38A, 6SFP 10.3, HUP, HWACs",Комплект,2,0,2,"1,2",",8",",6",",576","1,152",304,07.03.2022
2021-11-11,2021-12-10,D200000004,2,144.020.001134,"Расширение базовой станции RBS 6601 стандарта LTE2600TDD в составе: 3Radio 4418 B38A, 6SFP 10.3 reuse 5216/6630/6318",Комплект,1,0,1,"1,2",",8",",6",",576",",576",304,07.03.2022
2021-11-11,2021-12-10,D200000004,8,144.020.001292,"Расширение базовой станции RBS 6601 стандарта 1800 в составе: Baseband 6630, 6SFP 10.3, HWACs",Комплект,1,0,1,",59",",39",",49",",112749",",112749",304,07.03.2022
2021-11-11,2021-12-10,D200000004,11,144.020.001145,"Расширение базовой станции RBS6601 стандарта LTE2600 4T4R в составе: 3Radio 4415 B7, 6SFP 10.3",Комплект,10,0,10,",6",",8","1,2",",576","5,76",304,07.03.2022
2021-11-11,2021-12-10,D200000004,12,144.020.001145,"Расширение базовой станции RBS6601 стандарта LTE2600 4T4R в составе: 3Radio 4415 B7, 6SFP 10.3",Комплект,1,0,1,",6",",8","1,2",",576",",576",304,07.03.2022
2021-11-11,2021-12-10,D200000004,14,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,2,0,2,",1",",1",",1",",001",",002",304,07.03.2022
2021-12-08,2021-12-20,D200000004,1,144.020.001033,Цифровой модуль Baseband 6630 KDV 127 621/11 (INF 903 6083/03),штука,40,0,40,",1",",45",",6",",027","1,08",304,27.06.2022
2021-12-08,2021-12-20,D200000004,2,144.020.001275,"Расширение базовой станции RBS 6601 стандарта LTE1800/LTE2100 в составе: 3Radio 4499 B1 B3, 6SFP 10.3, HWACs",Комплект,1,0,1,"1,2",",8",",6",",576",",576",304,27.06.2022
2021-12-08,2021-12-20,D200000004,3,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,50,0,50,",1",",1",",1",",001",",05",304,27.06.2022
2021-12-08,2021-12-20,D200000004,4,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,20,0,20,",1",",1",",1",",001",",02",304,27.06.2022
2021-12-08,2021-12-20,D200000004,5,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,4,0,4,",1",",1",",1",",001",",004",304,27.06.2022
2021-12-08,2021-12-20,D200000004,6,143.020.002085,"Базовая станция RBS 6601 стандарта UMTS2100 в составе: Baseband 6630, 3Radio 4428 B1, 6SFP 2.5, HUP",Комплект,37,0,37,"1,2",",8",",8",",768","28,416",304,27.06.2022
2021-12-08,2021-12-20,D200000004,7,143.020.002085,"Базовая станция RBS 6601 стандарта UMTS2100 в составе: Baseband 6630, 3Radio 4428 B1, 6SFP 2.5, HUP",Комплект,5,0,5,"1,2",",8",",8",",768","3,84",304,27.06.2022
2021-12-08,2021-12-20,D200000004,8,144.020.001297,"Расширение базовой станции RBS 6601 стандарта UMTS2100 в составе: 3Radio 4428 B1, 6SFP 10.3",Комплект,16,0,16,",1",",1",",1",",001",",016",304,27.06.2022
2021-12-08,2021-12-20,D200000004,9,144.020.001297,"Расширение базовой станции RBS 6601 стандарта UMTS2100 в составе: 3Radio 4428 B1, 6SFP 10.3",Комплект,15,0,15,",1",",1",",1",",001",",015",304,27.06.2022
2021-12-08,2021-12-20,D200000004,10,144.020.001036,"Расширение базовой станции RBS6601 стандарта LTE2600 в составе: 3Radio 4415 B7, 6SFP 10.3",Комплект,1,0,1,",6",",8","1,2",",576",",576",304,27.06.2022
2021-12-08,2021-12-20,D200000004,11,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,20,0,20,",4",",3",",5",",06","1,2",304,27.06.2022
2021-12-08,2021-12-21,D200000004,1,144.020.000790,Блок ERC SFP OPTICAL TRANSCEIVER SFP+ SM 10.3Gb/s 1.4km 1310nm,штука,200,0,200,",06",",01",",01",",000006",",0012",702,04.04.2022
2021-12-08,2021-12-21,D200000004,2,144.020.000790,Блок ERC SFP OPTICAL TRANSCEIVER SFP+ SM 10.3Gb/s 1.4km 1310nm,штука,300,0,300,",06",",01",",01",",000006",",0018",702,04.04.2022
2021-12-08,2021-12-21,D200000004,3,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,50,0,50,",4",",3",",5",",06",3,702,04.04.2022
2021-12-08,2021-12-21,D200000004,4,144.020.001181,"Расширение базовой станции RBS6601 стандарта LTE1800 в составе: 3Radio4428 B3, 6SFP 10.3, HWACs",Комплект,12,0,12,",6",",8",",7",",336","4,032",702,04.04.2022
2021-12-08,2021-12-21,D200000004,5,144.020.001181,"Расширение базовой станции RBS6601 стандарта LTE1800 в составе: 3Radio4428 B3, 6SFP 10.3, HWACs",Комплект,5,0,5,",6",",8",",7",",336","1,68",702,04.04.2022
2021-12-08,2021-12-21,D200000004,6,143.020.002325,"Базовая станция RBS 6601 стандарта LTE800 в составе: Baseband 6630, 3Radio 2217 B20, 8SFP 2.5, HWACs",Комплект,3,0,3,",5",",5",",5",,,702,04.04.2022
2021-12-08,2021-12-20,D200000004,1,143.020.002270,"Базовая станция RBS 6601 стандарта LTE2600 в составе: Baseband 6630, 3Radio 4415 B7, 6SFP 10.3, 2SFP 2.5",Комплект,2,0,2,",5",",5",",5",",125",",25",304,04.04.2022
2021-12-08,2021-12-20,D200000004,2,144.020.001297,"Расширение базовой станции RBS 6601 стандарта UMTS2100 в составе: 3Radio 4428 B1, 6SFP 10.3",Комплект,1,0,1,",1",",1",",1",",001",",001",304,04.04.2022
2021-12-08,2021-12-20,D200000004,3,143.020.002239,"Базовая станция RBS 6601 стандарта LTE1800/UMTS2100 в составе: Baseband 6630, 3Radio 4499 B1 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,3,0,3,",1",",1",",1",",001",",003",304,04.04.2022
2021-12-24,,D200000004,1,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,20,0,20,",4",",3",",5",",06","1,2",702,
2021-12-24,,D200000004,2,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,20,0,20,",4",",3",",5",",06","1,2",702,
2021-12-24,,D200000004,3,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,20,0,20,",4",",3",",5",",06","1,2",702,
2021-12-24,,D200000004,4,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,20,0,20,",4",",3",",5",",06","1,2",702,
2021-12-24,,D200000004,5,144.020.000849,Приeмник GLONASS/GPS EAB,Комплект,20,0,20,",4",",3",",5",",06","1,2",702,
2021-12-24,,D200000004,6,143.020.002326,"Базовая станция RBS ERS LTE1800 в составе: Baseband 6630, 3Radio 4428 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,15,0,15,",5",",5",",5",",125","1,875",702,
2021-12-24,,D200000004,7,143.020.002326,"Базовая станция RBS ERS LTE1800 в составе: Baseband 6630, 3Radio 4428 B3, 6SFP 10.3, 2SFP 2.5, HWACs",Комплект,4,0,4,",5",",5",",5",",125",",5",702,
2021-12-24,,D200000004,8,143.020.002327,"Базовая станция RBS ERS LTE1800/LTE2600 в составе: Baseband 6630,3Radio 4428 B3, 3Radio 4415 B7, 12SFP 10.3, 2SFP 2.5, HWACs",Комплект,3,0,3,",5",",5",",5",",125",",375",702,
2021-12-24,,D200000004,9,143.020.002327,"Базовая станция RBS ERS LTE1800/LTE2600 в составе: Baseband 6630,3Radio 4428 B3, 3Radio 4415 B7, 12SFP 10.3, 2SFP 2.5, HWACs",Комплект,1,0,1,",5",",5",",5",",125",",125",702,
2021-12-24,,D200000004,10,143.020.002327,"Базовая станция RBS ERS LTE1800/LTE2600 в составе: Baseband 6630,3Radio 4428 B3, 3Radio 4415 B7, 12SFP 10.3, 2SFP 2.5, HWACs",Комплект,1,0,1,",5",",5",",5",",125",",125",702,
2021-12-24,,D200000004,11,144.020.001303,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 4428 B3, 6SFP 10.3, HWACs",Комплект,6,0,6,",1",",1",",1",",001",",006",702,
2021-12-24,,D200000004,12,144.020.001303,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 4428 B3, 6SFP 10.3, HWACs",Комплект,4,0,4,",1",",1",",1",",001",",004",702,
2021-12-24,,D200000004,13,144.020.001303,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 4428 B3, 6SFP 10.3, HWACs",Комплект,3,0,3,",1",",1",",1",",001",",003",702,
2021-12-24,,D200000004,14,144.020.001304,"Расширение базовой станции RBS ERS LTE1800/LTE2600 в составе: 3Radio 4415 B7, 3Radio 4428 B3, 12SFP 10.3, HWACs",Комплект,2,0,2,",5",",5",",5",",125",",25",702,
2021-12-24,,D200000004,15,144.020.001305,"Расширение базовой станции RBS ERS LTE1800 (добавление сектора) в составе: Radio 2212 B3,2SFP 10.3, HWACs",Комплект,13,0,13,",1",",1",",1",",001",",013",702,
2021-12-24,,D200000004,16,144.020.001305,"Расширение базовой станции RBS ERS LTE1800 (добавление сектора) в составе: Radio 2212 B3,2SFP 10.3, HWACs",Комплект,4,0,4,",1",",1",",1",",001",",004",702,
2021-12-24,,D200000004,17,144.020.001306,"Расширение базовой станции RBS ERS LTE1800 (добавление сектора) в составе: Radio 4428 B3, 2SFP 10.3, HWACs",Комплект,4,0,4,",1",",1",",1",",001",",004",702,
2021-12-24,,D200000004,18,144.020.001307,"Расширение базовой станции RBS ERS LTE2600 (добавление сектора) в составе: Radio 4415 B7, 2SFP 10.3, HWACs",Комплект,2,0,2,",1",",1",",1",,,702,
2021-12-24,,D200000004,19,144.020.001307,"Расширение базовой станции RBS ERS LTE2600 (добавление сектора) в составе: Radio 4415 B7, 2SFP 10.3, HWACs",Комплект,1,0,1,",1",",1",",1",,,702,
2021-12-24,,D200000004,20,144.020.001307,"Расширение базовой станции RBS ERS LTE2600 (добавление сектора) в составе: Radio 4415 B7, 2SFP 10.3, HWACs",Комплект,3,0,3,",1",",1",",1",,,702,
2021-12-24,,D200000004,21,144.020.001308,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 4428 B3, 6SFP 10.3, HWACs",Комплект,10,0,10,",1",",1",",1",",001",",01",702,
2021-12-24,,D200000004,22,144.020.001308,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 4428 B3, 6SFP 10.3, HWACs",Комплект,1,0,1,",1",",1",",1",",001",",001",702,
2021-12-24,,D200000004,23,144.020.001309,"Расширение базовой станции RBS ERS LTE2600 в составе: 3Radio 4415 B7, 6SFP 10.3 HWACs",Комплект,9,0,9,",1",",1",",1",",001",",009",702,
2021-12-24,,D200000004,24,144.020.001310,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 4428 B3, 6SFP 10.3, HWACs",Комплект,13,0,13,",5",",5",",5",",125","1,625",702,
2021-12-24,,D200000004,25,144.020.001311,"Расширение базовой станции RBS ERS LTE2600 в составе: 3Radio 4415 B7, 6SFP 10.3, HWACS",Комплект,6,0,6,",1",",5",",1",",005",",03",702,
2021-12-24,,D200000004,26,144.020.001312,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 4429 B3, 6SFP 10.3, HWACs",Комплект,3,0,3,",1",",1",",1",,,702,
2021-12-24,,D200000004,27,143.020.002328,"Базовая станция RBS ERS GSM900 в составе: Baseband 6630, 3Radio2219 B8, 8SFP 2.5",Комплект,5,0,5,",5",",5",",5",",125",",625",702,
2021-12-24,,D200000004,28,143.020.002328,"Базовая станция RBS ERS GSM900 в составе: Baseband 6630, 3Radio2219 B8, 8SFP 2.5",Комплект,5,0,5,",5",",5",",5",",125",",625",702,
2021-12-24,,D200000004,29,144.020.001300,"Расширение базовой станции RBS ERS LTE2600 в составе: 3Radio 4415 B7, 6SFP 10.3, HWACs",Комплект,2,0,2,",1",",1",",1",",001",",002",702,
2021-12-24,,D200000004,30,144.020.001301,"Расширение базовой станции RBS ERS LTE1800 в составе: 3Radio 2212 B3, 6SFP 10.3, HUP",Комплект,14,0,14,",1",",1",",1",",001",",014",702,
2021-12-24,,D200000004,31,144.020.001302,"Расширение RBS ERS GSM900 в составе: 3Radio 2219 B8, 6SFP 2.5, HWACs",Комплект,3,0,3,",1",",1",",1",",001",",003",702,
2021-12-24,,D200000004,32,144.020.001313,"Расширение базовой станции RBS ERS в составе: Baseband 6630, 6SFP 10.3, HWACs",Комплект,5,0,5,",1",",1",",1",",001",",005",702,
2021-12-24,,D200000004,33,144.020.001313,"Расширение базовой станции RBS ERS в составе: Baseband 6630, 6SFP 10.3, HWACs",Комплект,1,0,1,",1",",1",",1",",001",",001",702,
2021-12-24,,D200000004,34,143.020.002329,"Базовая станция RBS ERS GSM900/LTE900 в составе: Baseband 6630, 3Radio 2219 B8, 8SFP 2.5, HUP",Комплект,4,0,4,",5",",5",",5",",125",",5",702,
2021-12-24,,D200000004,35,143.020.002331,"Базовая станция RBS ERS GSM900/UMTS900 в составе: Baseband 6630, 3Radio 2219 B8, 8SFP 2.5, HWACs",Комплект,1,0,1,",5",",5",",5",",125",",125",702,
2019-03-20,2019-05-15,D0900610_Gl_EURO,68,144.020.000790,Блок ERC SFP OPTICAL TRANSCEIVER SFP+ SM 10.3Gb/s 1.4km 1310nm,штука,150,108,42,",06",",01",",01",",000006",",0009",702,08.07.2019
2021-10-08,2021-10-15,D200000004,9,330.331.000056,Выпрямительный модуль ESR-48/40A H,штука,2,0,2,,,,,,702,24.01.2022
2021-10-08,2021-10-15,D200000004,10,330.331.000056,Выпрямительный модуль ESR-48/40A H,штука,2,0,2,,,,,,702,24.01.2022
2021-12-02,2021-12-09,D200000004,1,243.020.000903,Кабель питания удаленного радиомодуля 300м (TFL 492 326/300M),штука,1,0,1,",5",",5",",5",",125",",125",702,14.02.2022
2021-11-22,2021-12-01,D200032235_1,1,161.179.000619,"Блок РРЛ Intracom UltraLink FX80 CN (Compact Node), наружного размещения, без антенны, 71-76 ГГц / 81-86 ГГц, 1000 Мб/с, DC, Low",штука,10,0,10,",25",",35",",45",",039375",",39375",107,25.01.2022
2021-11-22,2021-12-01,D200032235_1,2,181.346.000278,Универсальный комплект юстировочных инструментов UltraLink-FX80/OSDR-S многократного использования UN-ALT-KIT,Комплект,5,0,5,",2",",4",",4",",032",",16",107,25.01.2022
2021-11-22,2021-12-01,D200032235_1,3,181.346.000376,"SFP интерфейс, оболочка, концевая заделка кабеля W/GLAND, UV для UltraLink-BX70",штука,5,0,5,",1",",05",",1",",0005",",0025",107,25.01.2022
2021-11-22,2021-12-01,D200032235_1,4,181.346.000231,"SFP интерфейс, оболочка, концевая заделка кабеля W/GLAND,UV",штука,5,0,5,",18",",24",",15",",00648",",0324",107,25.01.2022
2021-11-22,2021-12-01,D200032235_1,5,181.346.000264,"Модуль SFP,10/100/1000Base-T SGMIIUTP100, INDL:SFP-ELGFE-IN",штука,10,0,10,",11",",05",",02",",00011",",0011",107,25.01.2022
