Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора,Группа,Наименовнание группы,БС,Месяц,Год
7.0,132.346.000750,"Ответвитель направленный Bridge Components 6дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE706-O1)",штука,8.0,0.0,8.0,",06",",06",",19",",000684",0.005472,304,19.12.2020,132.0,АФУ,0,12.0,2020.0
8.0,132.346.000750,"Ответвитель направленный Bridge Components 6дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE706-O1)",штука,2.0,0.0,2.0,",06",",06",",19",",000684",0.001368,304,19.12.2020,132.0,АФУ,0,12.0,2020.0
12.0,132.346.000752,"Ответвитель направленный Bridge Components 8дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE708-O1)",штука,2.0,0.0,2.0,",05",",05",",19",",000475",0.00095,702,19.12.2020,132.0,АФУ,0,12.0,2020.0
13.0,132.346.000752,"Ответвитель направленный Bridge Components 8дБ, 700-2700Мгц, 4.3-10F, -160дБн, IP65 (13-UEAE708-O1)",штука,6.0,0.0,6.0,",05",",05",",19",",000475",0.00285,702,19.12.2020,132.0,АФУ,0,12.0,2020.0
18.0,132.346.000758,"Нагрузка резистивная Bridge Components 0-3000МГц, 1Вт, 4.3-10M, IP65 (18-HEBFB1-O)",штука,60.0,0.0,60.0,",07",",03",",03",",000063",0.00378,101,19.12.2020,132.0,АФУ,0,12.0,2020.0
7.0,132.346.000743,"Делитель мощности JMX 2:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000001)",штука,6.0,0.0,6.0,",04",",08",",28",",000896",0.005376,702,22.12.2020,132.0,АФУ,0,12.0,2020.0
8.0,132.346.000743,"Делитель мощности JMX 2:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000001)",штука,17.0,0.0,17.0,",04",",08",",28",",000896",0.015232,702,22.12.2020,132.0,АФУ,0,12.0,2020.0
9.0,132.346.000743,"Делитель мощности JMX 2:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000001)",штука,1.0,0.0,1.0,",04",",08",",28",",000896",0.000896,702,22.12.2020,132.0,АФУ,0,12.0,2020.0
10.0,132.346.000743,"Делитель мощности JMX 2:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000001)",штука,18.0,0.0,18.0,",04",",08",",28",",000896",0.016128,702,22.12.2020,132.0,АФУ,0,12.0,2020.0
15.0,132.346.000745,"Делитель мощности JMX 4:1, 700-2700 МГц, 4.3-10F, -160дБн, IP65 (PD0000003)",штука,200.0,0.0,200.0,",285",",08",",057",",0012996",0.25992,101,22.12.2020,132.0,АФУ,0,12.0,2020.0
2.0,151.346.001446,"Батарея аккумуляторная Coslight 6-GFM-170Х 12В, 170Ач",штука,12.0,0.0,12.0,",38",",14",",59",",031388",0.376656,702,,151.0,АКБ,0,1.0,1900.0
1.0,173.346.002918,"Шкаф напольный ЗНГА Анодъ 19, 800х1000мм, 42U (020055962)",штука,15.0,0.0,15.0,"2,2",1,",92","2,024",30.36,К04,07.12.2020,173.0,КШ,0,12.0,2020.0
2.0,173.346.002916,"Модуль вентиляторный ЗНГА Анодъ на 4 элемента, 230B AC (020055962)",штука,12.0,0.0,12.0,0,0,0,0,,К04,07.12.2020,173.0,КШ,0,12.0,2020.0
3.0,173.346.002907,"Термостат к вентиляторному модулю ЗНГА Анодъ, 230B AC (020000001)",штука,12.0,0.0,12.0,0,0,0,0,,К04,07.12.2020,173.0,КШ,0,12.0,2020.0
4.0,173.346.002917,"Модуль вентиляторный ЗНГА Анодъ на 4 элемента, 48-72В DC (020055962)",штука,3.0,0.0,3.0,0,0,0,0,,К04,07.12.2020,173.0,КШ,0,12.0,2020.0
5.0,173.346.002908,"Термостат к вентиляторному модулю ЗНГА Анодъ, 48-72В DC (020000001)",штука,3.0,0.0,3.0,0,0,0,0,,К04,07.12.2020,173.0,КШ,0,12.0,2020.0
2.0,238.346.000793,Кабель коаксиальный Телеконта 1/2 гибкий (РК50-12-331-С),Метр,10000.0,0.0,10000.0,",025",",025",1,",000625",6.25,101,02.12.2020,238.0,АФУ,0,12.0,2020.0
19.0,213.346.001394,Разъем Телеконта 7-16 female для сверхгибкого коаксиального кабеля 1/2 TK-XJTS012DF,штука,35.0,0.0,35.0,",05",",03",",03",",000045",0.001575,101,02.12.2020,213.0,АФУ,0,12.0,2020.0
23.0,213.346.001392,Разъем Телеконта 4.3-10-male для гибкого коаксиального кабеля 1/2 TK-XJT012M4310,штука,6000.0,0.0,6000.0,",03",",03",",08",",000072",0.432,101,02.12.2020,213.0,АФУ,0,12.0,2020.0
24.0,213.346.001392,Разъем Телеконта 4.3-10-male для гибкого коаксиального кабеля 1/2 TK-XJT012M4310,штука,1600.0,0.0,1600.0,",03",",03",",08",",000072",0.1152,304,02.12.2020,213.0,АФУ,0,12.0,2020.0
25.0,213.346.001392,Разъем Телеконта 4.3-10-male для гибкого коаксиального кабеля 1/2 TK-XJT012M4310,штука,750.0,0.0,750.0,",03",",03",",08",",000072",0.054,304,02.12.2020,213.0,АФУ,0,12.0,2020.0
26.0,213.346.001392,Разъем Телеконта 4.3-10-male для гибкого коаксиального кабеля 1/2 TK-XJT012M4310,штука,750.0,0.0,750.0,",03",",03",",08",",000072",0.054,304,02.12.2020,213.0,АФУ,0,12.0,2020.0
27.0,213.346.001527,Разъем Телеконта 1/2 сверхгибкий 4.3-10 male (TK-XJTS012M4310),штука,1000.0,0.0,1000.0,",07",",03",",03",",000063",0.063,101,02.12.2020,213.0,АФУ,0,12.0,2020.0
31.0,213.346.001397,Разъем Телеконта 7-16 male для сверхгибкого коаксиального кабеля 1/2 TK-XJTS012DM,штука,1000.0,0.0,1000.0,",06",",04",",04",",000096",0.096,101,02.12.2020,213.0,АФУ,0,12.0,2020.0
32.0,213.346.001398,"Разъем Телеконта 7-16 male, угловой для сверхгибкого коаксиального кабеля 1/2 TK-XJTS012DMW",штука,1000.0,0.0,1000.0,",07",",04",",04",",000112",0.112,101,02.12.2020,213.0,АФУ,0,12.0,2020.0
44.0,213.346.001535,Разъем Телеконта 1 1/4 гибкий 4.3-10 female (TK-XJT114F4310),штука,100.0,0.0,100.0,",06",",04",",04",",000096",0.0096,101,02.12.2020,213.0,АФУ,0,12.0,2020.0
1.0,132.346.000699,"Джамп-кабель 3м, 4.3-10m/Nm 1/2 SF (43MNMS12-3PE)",штука,600.0,0.0,600.0,",04",",36",",5",",0072",4.32,304,29.12.2020,132.0,АФУ,0,12.0,2020.0
3.0,132.346.000700,"Джамп-кабель 5м, 4.3-10m/Nm 1/2 SF (43MNMS12-5PE)",штука,150.0,0.0,150.0,",4",",53",",04",",00848",1.272,304,29.12.2020,132.0,АФУ,0,12.0,2020.0
5.0,132.346.000713,"Джамп-кабель 3м, 4.3-10m/4.3-10m 1/2 SF (43M43MS12-3PE)",штука,1500.0,0.0,1500.0,",08",",5",",5",",02",30,304,29.12.2020,132.0,АФУ,0,12.0,2020.0
9.0,132.346.000714,"Джамп-кабель 5м, 4.3-10m/4.3-10m 1/2 SF (43M43MS12-5PE)",штука,900.0,0.0,900.0,",04",",48",",48",",009216",8.2944,304,29.12.2020,132.0,АФУ,0,12.0,2020.0
20.0,238.346.000497,Джампер 4.3-10m / 7-16m 1/2 SF 3m (43M7MS12-3PE),штука,300.0,0.0,300.0,",03",",4",",5",",006",1.8,304,29.12.2020,238.0,АФУ,0,12.0,2020.0
26.0,238.346.000498,Джампер 4.3-10m / 7-16m 1/2 SF 5m (43M7MS12-5PE),штука,150.0,0.0,150.0,",1",",5",",67",",0335",5.025,304,29.12.2020,238.0,АФУ,0,12.0,2020.0
1.0,440.440.009500,Подушечка запасная Plantronics для EncorePro HW540/530,штука,70.0,53.0,17.0,",2",",12",",01",",00024",0.0168,К04,10.11.2020,440.0,Группы вне проекта,0,11.0,2020.0
1.0,159.036.000846,"Радиорелейная станция iPasolink EX TRP-80G10GB-1A 62,5-2000МГц, QPSK, 1+0, 1588v2 BC- 1шт., Поддиапазон: А Нижний, Конфигурация 4 1Gbps",штука,1.0,0.0,1.0,",4",",3",",19",",0228",0.0228,101,,159.0,РРЛ,0,1.0,1900.0
2.0,159.036.000847,"Радиорелейная станция iPasolink EX TRP-80G10GB-1A 62,5-2000МГц, QPSK, 1+0, 1588v2 BC- 1шт., Поддиапазон: А Верхний, Конфигурация 4 1Gbps",штука,1.0,0.0,1.0,",4",",3",",19",",0228",0.0228,101,,159.0,РРЛ,0,1.0,1900.0
3.0,243.036.000081,Кабельный ввод для TRP-80G10GB-1A,штука,17.0,0.0,17.0,",12",",04",",04",",000192",0.003264,101,,243.0,АФУ,0,1.0,1900.0
5.0,181.036.000060,Разъем питания AC и набор контактов для AC-DC конвертора,штука,2.0,0.0,2.0,",08",",03",",03",",000072",0.000144,101,,181.0,РРЛ,0,1.0,1900.0
6.0,181.036.000059,Конвертор внешнего исполнения AC-DC для IX/EX(135W),штука,2.0,0.0,2.0,",24",",22",",1",",00528",0.01056,101,,181.0,РРЛ,0,1.0,1900.0
4.0,560.002.000451,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE уличная, купольная с фиксированным объективом 1/2.8, 2Мп",штука,12.0,0.0,12.0,,,,,,101,16.12.2020,560.0,IoT,0,12.0,2020.0
7.0,560.002.000452,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE внутренняя, купольная с фиксированным объективом 1/2.8, 2Мп",штука,12.0,0.0,12.0,,,,,,101,16.12.2020,560.0,IoT,0,12.0,2020.0
8.0,560.002.000453,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE внутренняя, купольная с моторизованным объективом 1/2.8, 2Мп",штука,4.0,0.0,4.0,,,,,,101,16.12.2020,560.0,IoT,0,12.0,2020.0
9.0,560.002.000451,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE уличная, купольная с фиксированным объективом 1/2.8, 2Мп",штука,12.0,0.0,12.0,,,,,,304,16.12.2020,560.0,IoT,0,12.0,2020.0
10.0,560.002.000452,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE внутренняя, купольная с фиксированным объективом 1/2.8, 2Мп",штука,12.0,0.0,12.0,,,,,,304,16.12.2020,560.0,IoT,0,12.0,2020.0
11.0,560.002.000453,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE внутренняя, купольная с моторизованным объективом 1/2.8, 2Мп",штука,4.0,0.0,4.0,,,,,,304,16.12.2020,560.0,IoT,0,12.0,2020.0
18.0,560.002.000451,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE уличная, купольная с фиксированным объективом 1/2.8, 2Мп",штука,12.0,0.0,12.0,,,,,,702,16.12.2020,560.0,IoT,0,12.0,2020.0
19.0,560.002.000452,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE внутренняя, купольная с фиксированным объективом 1/2.8, 2Мп",штука,12.0,0.0,12.0,,,,,,702,16.12.2020,560.0,IoT,0,12.0,2020.0
20.0,560.002.000453,"Видеокамера IP Dahua DH-IPC-HFW88841EP-ZHE внутренняя, купольная с моторизованным объективом 1/2.8, 2Мп",штука,4.0,0.0,4.0,,,,,,702,16.12.2020,560.0,IoT,0,12.0,2020.0
1.0,249.022.000618,Маршрутизатор Huawei ATN 910C базовая конфигурация 1-DC в составе:,Комплект,1.0,0.0,1.0,",58",",4",",26",",06032",0.06032,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
2.0,249.022.000618,Маршрутизатор Huawei ATN 910C базовая конфигурация 1-DC в составе:,Комплект,4.0,0.0,4.0,",58",",4",",26",",06032",0.24128,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
3.0,249.022.000618,Маршрутизатор Huawei ATN 910C базовая конфигурация 1-DC в составе:,Комплект,6.0,0.0,6.0,",58",",4",",26",",06032",0.36192,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
4.0,249.022.000618,Маршрутизатор Huawei ATN 910C базовая конфигурация 1-DC в составе:,Комплект,1.0,0.0,1.0,",58",",4",",26",",06032",0.06032,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
5.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,2.0,0.0,2.0,",36",",39",",59",",082836",0.165672,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
6.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,1.0,0.0,1.0,",36",",39",",59",",082836",0.082836,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
7.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,1.0,0.0,1.0,",36",",39",",59",",082836",0.082836,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
8.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,1.0,0.0,1.0,",36",",39",",59",",082836",0.082836,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
9.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,1.0,0.0,1.0,",36",",39",",59",",082836",0.082836,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
10.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,6.0,0.0,6.0,",36",",39",",59",",082836",0.497016,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
11.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,1.0,0.0,1.0,",36",",39",",59",",082836",0.082836,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
12.0,249.022.000620,Маршрутизатор Huawei ATN 910C базовая конфигурация FNT-DC в составе:,Комплект,1.0,0.0,1.0,",36",",39",",59",",082836",0.082836,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
13.0,169.022.000275,ANDD000EX1S0,штука,8.0,0.0,8.0,,,,,,702,19.12.2020,169.0,Мультиплексоры,0,12.0,2020.0
15.0,204.346.001197,"Оптический приемопередатчик (eSFP,Tx1310nm/Rx1550nm,0.1-1.25Gb/s,-3-2dBm,-25dBm,LC,SM,40km)",штука,1.0,0.0,1.0,",135",",075",",035",",000354375",0.000354375,702,19.12.2020,204.0,Мультиплексоры,0,12.0,2020.0
16.0,204.346.001198,"Оптический приемопередатчик (eSFP,Tx1550nm/Rx1310nm,0.1-1.25Gb/s,-3-2dBm,-25dBm,LC,SM,40km)",штука,1.0,0.0,1.0,",135",",075",",035",",000354375",0.000354375,702,19.12.2020,204.0,Мультиплексоры,0,12.0,2020.0
17.0,169.022.000362,OSX010B10,штука,2.0,0.0,2.0,",05",",15",",3",",00225",0.0045,702,19.12.2020,169.0,Мультиплексоры,0,12.0,2020.0
18.0,169.022.000363,OSX010B11,штука,2.0,0.0,2.0,",05",",15",",3",",00225",0.0045,702,19.12.2020,169.0,Мультиплексоры,0,12.0,2020.0
19.0,249.022.000228,"Оптический приемопередатчик (1000BASE-T -SFP RJ45Electrical Module,Auto Negotiate,100m) OEGD01N01",штука,16.0,0.0,16.0,",1",",02",",02",",00004",0.00064,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
20.0,249.022.000228,"Оптический приемопередатчик (1000BASE-T -SFP RJ45Electrical Module,Auto Negotiate,100m) OEGD01N01",штука,4.0,0.0,4.0,",1",",02",",02",",00004",0.00016,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
21.0,249.022.000228,"Оптический приемопередатчик (1000BASE-T -SFP RJ45Electrical Module,Auto Negotiate,100m) OEGD01N01",штука,4.0,0.0,4.0,",1",",02",",02",",00004",0.00016,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
22.0,249.022.000228,"Оптический приемопередатчик (1000BASE-T -SFP RJ45Electrical Module,Auto Negotiate,100m) OEGD01N01",штука,4.0,0.0,4.0,",1",",02",",02",",00004",0.00016,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
23.0,249.022.000228,"Оптический приемопередатчик (1000BASE-T -SFP RJ45Electrical Module,Auto Negotiate,100m) OEGD01N01",штука,8.0,0.0,8.0,",1",",02",",02",",00004",0.00032,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
24.0,249.022.000311,Оптический приемодатчик Optical transceive eSFP 1310nm 1.25Gb/s -9dBm -3dBm -20dBm LC SM 10km) (OSG010N05),штука,1.0,0.0,1.0,",03",",07",",13",",000273",0.000273,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
25.0,249.022.000311,Оптический приемодатчик Optical transceive eSFP 1310nm 1.25Gb/s -9dBm -3dBm -20dBm LC SM 10km) (OSG010N05),штука,40.0,0.0,40.0,",03",",07",",13",",000273",0.01092,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
26.0,249.022.000311,Оптический приемодатчик Optical transceive eSFP 1310nm 1.25Gb/s -9dBm -3dBm -20dBm LC SM 10km) (OSG010N05),штука,4.0,0.0,4.0,",03",",07",",13",",000273",0.001092,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
27.0,249.022.000311,Оптический приемодатчик Optical transceive eSFP 1310nm 1.25Gb/s -9dBm -3dBm -20dBm LC SM 10km) (OSG010N05),штука,4.0,0.0,4.0,",03",",07",",13",",000273",0.001092,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
28.0,249.022.000311,Оптический приемодатчик Optical transceive eSFP 1310nm 1.25Gb/s -9dBm -3dBm -20dBm LC SM 10km) (OSG010N05),штука,88.0,0.0,88.0,",03",",07",",13",",000273",0.024024,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
29.0,249.022.000311,Оптический приемодатчик Optical transceive eSFP 1310nm 1.25Gb/s -9dBm -3dBm -20dBm LC SM 10km) (OSG010N05),штука,8.0,0.0,8.0,",03",",07",",13",",000273",0.002184,702,19.12.2020,249.0,Мультиплексоры,0,12.0,2020.0
